"Börsdata ID","Bolagsnamn","ROIC - Senaste","Nettoskuld - Senaste","EV/EBIT - Senaste","EV/FCF - Senaste","Capex - Per Aktie","P/B - Senaste","PEG - Senaste","Börsvärde - Senaste","RSI - RSI(14)","MA -  5/20","MA -  50/200","Kursutveck. - Utveck.  1m"
"2389","Promimic","-36,8%","-41%","-56,5","-23,1","-0,56","7,2",,"506","55,6","-5,0%","-20,9%","-4,3%"
"477","ProstaLund","-47,3%","-11%","-0,9","-0,7","-2,33","0,5",,"26","59,0","16,3%","-41,1%","21,7%"
"2016","Prostatype Genomics","-170,7%","-22%","-0,4","-0,3","-1,39","0,7",,"25","38,0","-19,3%","-55,3%","-33,9%"
"1311","Provide IT",,"-34%","-6,4",,,"2,1",,"9","43,5","-3,8%","-4,2%","-6,0%"
"2365","Purefun","7,1%","-9%","15,9","5,6","0,02","1,2","-0,5","115","39,2","-10,6%","9,3%","-20,2%"
"461","QBank",,"-58%","-38,3","4,7",,"15,9",,"82","58,6","1,3%","18,5%","-4,0%"
"2554","Qben Infra",,,,,,,,"781","45,2","-7,1%",,"-13,4%"
"2196","Qbrick","-50,7%","-11%","-1,7","-4,0","-0,06","1,1",,"23","57,8","9,3%","29,8%","12,8%"
"1543","Qiiwi Games","-36,9%","-69%","-0,3","-0,4","0,11","0,8",,"20","26,6","-8,7%","12,5%","-23,6%"
"1896","QleanAir","-0,7%","26%","31,9","24,0","-1,70","1,1",,"218","49,3","-0,1%","-31,0%","-1,7%"
"1921","QLife","-1228,7%","51%","-0,4","-0,4","-3,36","-10,9",,"38","50,0","-5,9%","7,3%","28,3%"
"1774","Q-Linea",,"57%","-0,4","-0,5","-0,04","-0,2",,"182","37,1","1,9%","-90,4%","-27,0%"
"1979","Qliro","-0,8%",,"-13,2","1,4","-6,59","0,8",,"458","48,5","0,1%","-9,2%","-4,0%"
"507","Qlosr Group","-323,2%","22%","-0,9","-32,7","-0,52","-0,1",,"4","48,2","9,8%","-68,8%","-4,8%"
"2301","Qlucore","-45,8%","-13%","-0,0","-0,0","-2,55","0,2",,"10","24,2","-16,8%","-35,9%","-41,5%"
"2570","Qualisys","20,4%","-19%","13,8","12,2","-0,49","4,5","10,7","740",,"-1,4%",,"-6,1%"
"565","QuiaPEG Pharmaceuticals","-43,2%","-6%","-0,5","-0,2","-0,02","0,3",,"14","63,9","22,9%","-76,9%","52,4%"
"557","Railcare","4,6%","51%","17,7","18,3","-3,64","2,2","-0,7","644","50,9","0,7%","-4,1%","-0,7%"
"2416","Railway Metrics & Dynamics","-3,1%","-1%","-3,5","-2,0","-0,56","0,1",,"43","52,0","-4,6%","-26,2%","-6,4%"
"2553","Ramlösa Shipping","5,1%","5%","3,6","-0,7","-60,81","0,9","-0,2","90","45,6","-2,0%",,"-17,1%"
"2504","RanLOS","-101,5%","-31%","-4,5","-3,9","-0,58","3,5",,"40","64,3","19,2%","19,0%","87,5%"
"1723","Ranplan","-544,8%","77%","-2,9","-2,7",,"-1,7",,"59","100,0",,"-3,8%","0,0%"
"1625","Ratos A","1,1%","20%","10,7","7,2","-2,97","0,7","-0,6","11066","35,1","-4,8%","2,9%","-14,9%"
"185","Ratos B","1,1%","20%","10,5","7,1","-2,97","0,7","-0,5","10647","32,6","-4,6%","4,2%","-14,0%"
"186","RaySearch Laboratories","22,0%","0%","30,2","29,4","-6,40","9,0","0,3","7851","44,7","-5,6%","30,9%","-8,6%"
"1777","Raytelligence","-167,5%","-7%","-2,6","-15,2","-0,03","4,0",,"9","52,6","2,0%","-28,9%","6,9%"
"1971","Readly","-293,3%","-35%","15,4","6,6","-0,03","8,4","0,0","586","51,3","-1,4%","2,3%","-3,4%"
"1306","Real Fastigheter","6,3%","47%","13,7","-22,6","-2,37","0,4","0,0","258","52,3","-5,1%","8,0%","-11,9%"
"1486","Realfiction","-42,6%","2%","-12,0","-21,0","-0,06","4,4",,"219","48,3","1,9%","-18,8%","-7,9%"
"491","Recyctec",,"125%","-0,5","-1,8","-0,04","-0,1",,"5","39,3","-8,3%","-74,7%","-28,5%"
"774","Redsense Medical","1,4%","-37%","426,9","-10,1","-0,04","2,6","2,9","105","42,0","-2,6%","-1,0%","-11,7%"
"2098","Refine Group","-157,9%","11%","-0,4","-8,7","-0,01","0,3",,"25","59,3","10,2%","-34,5%","5,4%"
"188","Rejlers","9,9%","16%","16,7","16,0","-4,90","2,2","1,0","4218","75,6","6,3%","6,7%","14,9%"
"1491","Relevance Communication","-18,0%","6%","-7,9","-7,7","-0,24","1,5",,"30","42,1","-4,0%","-27,2%","-16,2%"
"2388","Renewable Ventures","-75,7%","-35%","-8,1","11,4","0,18","0,8",,"21","46,6","-3,5%","-7,9%","-6,9%"
"1442","Rentunder","-105,0%","-15%","-1,2","-0,7","0,00","1,3",,"5","61,2","-19,7%","-46,8%","-24,7%"
"546","Respiratorius","-33,6%","-24%","-3,2","-4,3","-0,27","1,1",,"32","48,9","0,8%","-2,6%","-16,2%"
"2313","Resqunit",,"-0%","-0,2","-0,4","-0,02","-0,2",,"4","65,1","-20,1%","-25,8%","-43,7%"
"1082","Resurs Holding","0,5%",,"13,5","1,8","-0,58","0,6","1,0","4720","51,3","0,1%","1,0%","0,3%"
"2193","Revolutionrace","33,7%","-15%","12,0","16,4","-0,02","4,2","1,4","4938","48,2","-2,5%","4,1%","3,2%"
"2371","RightBridge Ventures",,"248%","-1,6","-1,4","0,00","-0,6",,"10","52,4","-3,0%","-28,0%","7,8%"
"111","Rolling Optics","-17,2%","-33%","-2,9","-2,6","-0,06","0,9",,"126","57,5","18,2%","-26,3%","14,6%"
"191","Rottneros","0,9%","14%","27,8","-3,1","-2,87","0,5","-0,5","917","7,0","-14,9%","-13,6%","-29,6%"
"2101","RugVista","14,5%","-25%","12,9","13,6","-0,95","1,8","-0,7","977","51,4","-1,0%","0,6%","-4,1%"
"2512","Rusta","6,9%","60%","19,4","28,7","-2,21","5,4","1,8","10440","33,9","-6,1%","3,5%","-14,8%"
"2572","Röko",,,,,,,,"28868",,,,
"1758","S2Medical","-24,5%","-8%","0,8","0,1","-0,00","0,3",,"9","58,3","6,6%","-52,5%","5,0%"
"193","Saab","8,8%","-2%","37,2","82,7","-7,85","6,0","2,2","216973","66,3","2,2%","22,6%","25,0%"
"490","Safe at Sea","23,3%","-27%","14,7","6,8","-0,01","2,5","0,4","31","59,6","6,7%","21,3%","7,5%"
"512","Safe Lane Gaming","-82,6%","55%","-1,1","88,6",,"0,5",,"11","43,0","-14,2%","-13,0%","-23,1%"
"2143","Safello Group","49,9%","-48%","10,0","11,5","0,27","2,5","0,0","109","42,8","3,0%","17,0%","-4,6%"
"427","Safeture","11,0%","-46%","-1182,0","44,7","-0,19","7,8","4,0","221","43,5","-3,1%","-12,2%","-4,2%"
"194","Sagax A","4,5%","41%","24,6","-44,7","-16,96","1,7","3,0","98937","49,4","-0,1%","-10,7%","-5,4%"
"1626","Sagax B","4,5%","41%","24,7","-44,9","-16,96","1,7","3,0","99404","50,8","0,3%","-10,7%","-5,0%"
"1627","Sagax D","4,5%","41%","10,6","-19,2","-16,96","0,3","0,5","15132","59,3","1,5%","0,1%","-1,1%"
"766","SaltX Technology","-57,1%","1%","-16,5","-13,2","-0,05","7,5",,"895","61,8","8,3%","12,7%","8,1%"
"438","Samhällsbyggnadsbolag B","1,8%","62%","33,8","7,2","5,74","0,2","0,1","5597","32,7","-3,0%","-18,2%","-17,2%"
"1778","Samhällsbyggnadsbolag D","1,8%","62%","35,7","7,6","5,74","0,3","0,2","9454","43,8","-4,6%","-9,7%","-9,4%"
"2483","Sampo","4,9%",,"13,7","17,7","-0,05","3,0","-1,3","257283","56,3","0,4%","0,5%","0,6%"
"1415","Samtrygg","67,0%","-2%","12,7","1,9","0,46","3,6","0,1","39","51,0","-4,1%","2,4%","-5,1%"
"195","Sandvik","8,8%","22%","16,6","23,6","-6,12","2,7","-1,1","264299","32,7","-4,5%","6,8%","-9,5%"
"478","Saniona","-274,2%","-69%","1,9","1,8","-0,00","3,0","0,0","701","46,9","-10,7%","35,3%","-9,8%"
"1416","SARSYS",,"29%","-2,6","-11,0","-0,08","-3,4",,"42","52,4","-19,2%","-15,7%","-27,5%"
"2181","SaveLend","-20,0%","1%","-4,5","-4,9","-0,44","1,1",,"91","60,3","4,7%","-25,3%","13,3%"
"331","Saxlund","-23,4%","20%","-15,8","-5,1","-0,28","1,2",,"68","48,6","-3,5%","-99,9%","-5,1%"
"1628","SCA A","2,6%","9%","21,3","60,0","-2,43","0,9","-25,7","93692","34,8","-4,9%","0,9%","-9,3%"
"197","SCA B","2,6%","9%","21,4","60,3","-2,43","0,9","-25,8","94254","33,6","-4,7%","1,0%","-9,0%"
"339","ScandBook","9,8%","-8%","8,1","9,3","-3,02","0,9","-1,0","258","54,8","-0,6%","9,0%","0,5%"
"380","Scandi Standard","5,8%","27%","14,2","-43,3","-12,63","2,0","8,8","5351","44,2","-2,4%","0,8%","-4,5%"
"922","Scandic Hotels","1,4%","0%","5,8","3,1","-4,84","5,0","0,9","16371","38,3","-2,5%","12,6%","-12,1%"
"418","ScandiDos","-17,0%","-13%","-12,0","-8,0","-0,01","1,8",,"80","44,9","-3,8%","-7,4%","-5,4%"
"2492","Scandinavian Astor","0,1%","9%","306,1","-12,3","-3,34","6,9","38,4","1697","69,2","11,6%","48,4%","83,3%"
"419","Scandinavian Enviro","17,0%","-16%","21,0","-7,5","-0,24","2,9","0,1","1118","37,3","-2,3%","-17,9%","-16,7%"
"458","Scandinavian Real Heart","-71,4%","-21%","-0,3","-0,3","-12,14","0,4",,"60","50,8","1,5%","-16,8%","-16,6%"
"1759","Scandion Oncology",,"-69%","0,3","0,4","0,00","0,2",,"3","55,8","-21,7%","-70,0%","-21,3%"
"762","Scibase","-226,6%","-18%","-1,4","-1,7","-0,00","2,9",,"165","65,7","6,3%","-7,8%","26,7%"
"1438","Sdiptech","5,1%","40%","12,5","-44,0","-29,14","1,6","-5,8","7408","30,8","-3,7%","-20,6%","-11,1%"
"1552","Seafire","-16,8%","19%","-4,2","15,2","-0,38","0,4",,"228","52,2","-3,3%","-8,0%","-0,4%"
"1492","Seamless Distribution Systems","-10,4%","51%","13,1","-44,2","-1,14","1,2",,"139","53,8","0,3%","0,1%","-5,8%"
"1399","SeaTwirl","-23,4%","-34%","0,7","0,6","-0,65","0,3",,"35","36,1","-4,1%","-34,1%","-14,5%"
"199","SEB A","1,0%",,"7,4","-8,7","-2,43","1,5","-2,2","349203","41,5","-2,8%","6,4%","-3,7%"
"1629","SEB C","1,0%",,"7,6","-8,9","-2,43","1,5","-2,3","357812","40,8","-2,9%","6,8%","-4,6%"
"1441","SECITS Holding","-113,6%","17%","-0,9","-6,2","-0,00","-1,6",,"12","55,5","2,2%","-10,4%","0,0%"
"200","Sectra","75,3%","-28%","65,1","67,3","-0,71","26,5","2,1","48673","55,8","2,1%","-4,9%","5,5%"
"201","Securitas","6,5%","31%","12,9","21,8","-4,33","1,9","0,1","81852","38,6","-2,0%","13,8%","-8,4%"
"1487","Sedana Medical","-1,4%","-18%","-13,3","-12,0","-0,45","0,9",,"865","28,2","-31,0%","-16,4%","-53,4%"
"2567","SEHED Byggmästargruppen","33,4%","-24%","3,9","8,8","-0,38","1,6","0,2","546",,"3,0%",,"-0,5%"
"531","SensoDetect",,"-0%","-7,6","65,6","-0,01","4,0",,"84","47,7","-4,6%","2,8%","-11,6%"
"203","Sensys Gatso","0,7%","19%","29,9","-14,1","-8,49","0,8","-1,5","477","34,3","-0,5%","-13,6%","-17,1%"
"1523","SenzaGen","-36,6%","-35%","-5,5","-7,6","-0,15","1,7",,"143","33,4","-4,3%","-12,5%","-14,0%"
"569","Senzime","-41,4%","-18%","-4,2","-4,2","-0,16","1,7",,"618","27,4","-6,9%","-15,4%","-17,1%"
"479","Serstech","-13,4%","-10%","-19,0","-23,3","-0,04","2,4",,"223","40,7","-1,8%","-18,2%","-19,4%"
"2303","SHT Smart High-Tech","-300,6%","-77%","-8,4","-4,9","-1,49","4,1",,"476","40,6","-2,1%","-10,8%","-12,2%"
"2517","Sibek","214,6%","-60%","9,9","9,6","-0,09","6,1","0,2","335","26,9","-10,8%","-4,5%","-25,3%"
"579","Sileon","-135,4%","10%","-0,6","-1,3","1,88","0,6",,"25","77,4","28,6%","-71,4%","60,0%"
"1054","Simris Alg","-24,9%","-1%","-1,1","-2,0","-0,00","6,9",,"39","54,0","5,5%","-11,2%","23,9%"
"908","Sinch","-17,4%","13%","-4,2","10,3","-0,72","0,6",,"18133","40,0","-4,1%","-6,1%","-9,4%"
"206","SinterCast","42,8%","-17%","16,8","12,5","-0,26","7,2","-1,2","746","46,4","-0,5%","-4,2%","-5,0%"
"489","Sivers Semiconductors","-8,7%","3%","-8,4","-10,6","-0,10","0,9",,"1035","47,3","-4,5%","-4,0%","-24,2%"
"985","Sjöstrand Coffee","-37,5%","-16%","-19,5","-11,7","-0,01","3,8",,"20","46,6","2,4%","-4,0%","-4,7%"
"207","Skanska","8,7%","-7%","11,8","23,9","-14,07","1,5","1,5","93932","30,2","-5,2%","10,5%","-12,2%"
"1630","SKF A","8,3%","14%","10,6","21,1","-12,31","1,6","11,6","92892","33,0","-6,9%","8,2%","-12,6%"
"208","SKF B","8,3%","14%","10,6","21,1","-12,31","1,6","11,6","92846","29,9","-6,7%","8,1%","-12,0%"
"209","SkiStar","8,6%","31%","18,4","16,1","-3,05","3,3","1,9","12940","47,3","0,7%","4,1%","-2,3%"
"2398","Skolon",,"-37%","-140,7","-104,6","-0,28","66,2",,"786","50,3","-1,6%","-0,4%","1,0%"
"344","Skåne-möllan","14,2%","-31%","26,5","35,0","-0,53","3,4","3,6","550","49,8","0,9%","-2,6%","-2,9%"
"2184","Sleep Cycle","-107,3%","-56%","10,2","13,2","-0,20","11,6","0,4","921","51,4","1,6%","7,0%","-1,5%"
"517","Slottsviken B","2,8%","36%","33,3","-3,3","-21,47","1,9","0,0","80","58,2","3,6%","18,3%","8,1%"
"1390","Smart Eye","-13,4%","1%","-6,8","-6,6","-2,91","1,1",,"1714","38,3","-4,6%","-28,7%","-21,8%"
"1669","Smoltek","-43,2%","-7%","-0,7","-0,8","-0,05","0,4",,"34","36,6","-9,8%","22,7%","-28,4%"
"1904","Sociallite US","-159,5%","-3%","-0,1","-0,3",,"-0,2",,"2","47,7","-3,6%","-50,0%","5,1%"
"210","Softronic","47,1%","-25%","10,8","9,7","-0,08","4,0","-7,1","1187","43,2","-0,2%","0,7%","-2,0%"
"2328","Solid Försäkring","11,8%",,"7,9","14,6","0,99","3,3","2,6","1592","59,2","1,1%","-0,7%","1,7%"
"2300","SolidX","-18,0%","4%","-15,7","-46,2","-0,01","1,9",,"61","36,5","-21,1%","-11,8%","-29,8%"
"1368","Solnaberg","2,0%","40%","30,1","36,5","-0,95","0,7","3,9","440","58,6","1,5%","-0,2%","6,8%"
"763","SolTech Energy","-28,7%","6%","-3,5","-40,7","-0,79","0,5",,"392","54,8","-5,4%","-13,7%","-39,9%"
"1433","Sonetel","-11,2%","15%","-22,6","-6,9","-1,19","1,1",,"33","40,3","-2,9%","-0,4%","-3,1%"
"572","Sotkamo Silver","-3,8%","-12%","7,5","5,8","-0,24","1,1",,"324","56,2","3,5%","-3,4%","7,8%"
"2273","Sound Dimension","-1332,8%","51%","-2,4","-2,7",,"-11,6",,"15","87,5","96,6%","-12,3%","254,4%"
"2182","Sozap","-52,1%","-17%","-0,7","-0,8","-0,40","0,5",,"12","61,0","-0,9%","-26,4%","133,2%"
"486","Spago Nanomedical","-2600,7%","-82%","-1,1","-1,1","-0,00","2,1",,"70","45,9","3,4%","-10,5%","6,3%"
"785","SpectraCure","-25,2%","-11%","-7,2","-4,4","-0,16","1,7",,"178","46,6","-1,2%","-5,0%","-11,0%"
"765","SpectrumOne","55,8%","-4%","-2,3","3,6","0,16","0,8","0,0","92","46,1","-2,3%","-26,7%","-8,6%"
"2138","Spermosens","-38,2%","-1%","-1,4","-1,0","-0,00","0,5",,"27","63,4","3,2%","-64,3%","19,0%"
"576","Sperrung","-336,5%","2%","-0,3","-0,2",,"0,6",,"3","44,5","-13,0%","-67,5%","-31,7%"
"2294","Spiltan Invest","-0,2%","-0%","-330,4","28,8","3,65","0,7",,"6181","28,6","-2,0%","0,2%","-8,7%"
"1967","Spotlight Group","1,5%",,"997,1","27,7","-0,28","2,3","0,6","128","48,9","-1,3%","-0,8%","-2,8%"
"429","Sprint Bioscience",,"-60%","-1,2","-1,0","-0,02","5,3",,"49","28,3","-25,5%","-9,9%","-49,6%"
"211","SSAB A","11,7%","-16%","5,9","8,7","-6,60","0,9","-0,2","63604","48,1","-5,0%","15,0%","-1,7%"
"1632","SSAB B","11,7%","-16%","5,8","8,6","-6,60","0,9","-0,2","62807","48,5","-5,2%","15,5%","-2,4%"
"555","Star Vault","-6,0%","-24%","-55,1","-80,4","-0,01","2,8",,"58","49,5","-6,4%","22,0%","-23,9%"
"1633","Starbreeze A","-36,7%","-21%","-0,8","-0,9","-0,17","0,5",,"334","67,4","10,5%","-20,0%","-0,4%"
"386","Starbreeze B","-36,7%","-21%","-0,5","-0,6","-0,17","0,4",,"280","53,7","0,7%","-20,3%","-4,6%"
"1924","Stayble Therapeutics","-224,7%","-24%","-1,8","-1,6",,"3,7",,"30","65,5","12,1%","-22,0%","66,2%"
"302","Stendörren Fastigheter","1,7%","53%","45,3","-10,9","-48,13","1,1","-13,9","6025","52,5","1,4%","2,8%","-6,7%"
"2050","Stenhus Fastigheter","2,1%","52%","34,6","21,3","0,76","0,7","-1,8","4045","46,6","-0,1%","-2,3%","-9,3%"
"347","Stille","8,2%","-10%","27,6","-7,6","-41,29","2,9","1,6","2040","38,2","-2,4%","8,1%","-3,8%"
"926","Stillfront","-54,5%","25%","-1,0","11,9","-2,26","0,3",,"2429","26,1","-9,6%","-15,0%","-29,5%"
"144","Stockwik Förvaltning","-2,4%","48%","12,0","16,0","-4,37","0,7",,"152","54,1","2,0%","25,4%","5,5%"
"2142","StoneBeach","-172,1%","-16%","-2,1","-56,6",,"3,0",,"13","47,3","-11,5%","75,4%","-16,3%"
"1634","Stora Enso A","-1,0%","19%","111,4","-57,2","-1,44","0,7",,"76181","33,5","-7,6%","-6,9%","-15,6%"
"212","Stora Enso R","-1,0%","19%","110,5","-56,8","-1,44","0,7",,"75274","28,7","-8,5%","-7,1%","-17,6%"
"2274","Storskogen","-0,2%","27%","22,6","17,1","-0,67","1,1",,"22315","43,6","-2,4%","26,9%","-11,5%"
"471","Storytel","11,2%","1%","29,9","23,1","-2,92","4,7","0,3","7339","62,1","3,9%","33,2%","2,0%"
"163","Strax",,"1730%","-0,6","-2,8",,"-0,1",,"10","43,7","-4,1%","-48,0%","-14,8%"
"760","Studentbostäder","0,2%","70%","316,8","-40,6","-0,90","0,1","-0,3","769","52,5","1,1%","-5,5%","-9,8%"
"213","Studsvik","1,6%","12%","42,8","-14,7","-12,48","2,5","-1,3","1016","48,8","1,9%","-0,7%","-2,8%"
"564","Suntrade","-37,4%","-22%","-15,1",,,"7,7",,"43","45,9","-5,3%","-3,0%","-11,2%"
"1489","Surgical Science","3,3%","-13%","39,1","62,9","-0,93","1,3","-1,1","6378","30,7","-4,8%","11,6%","-20,6%"
"1362","Sustainable Energy","-120,2%","27%","-2,7","-9,2","-0,00","-2,2",,"27","66,8","16,4%","3,3%","41,3%"
"551","Sustainion","1,9%","24%","29,8","37,1","0,02","1,4","0,2","165","42,1","-5,8%","31,0%","-3,3%"
"2551","Sveafastigheter","1,7%","41%","30,8","-92,6","-4,64","0,4","0,7","6464","43,9","-0,8%",,"-10,9%"
"1636","Sweco A","13,0%","18%","23,2","19,9","-1,53","5,4","1,3","65385","40,5","-2,2%","8,2%","-2,2%"
"216","Sweco B","13,0%","18%","23,4","20,1","-1,53","5,5","1,3","66075","43,2","-2,0%","8,1%","-1,6%"
"217","Swedbank","1,3%",,"5,8","3,2","-0,13","1,2","3,5","257192","26,7","-7,7%","11,7%","-12,0%"
"214","Svedbergs","7,6%","24%","11,4","26,3","-1,16","1,7","-4,4","2638","53,5","1,0%","7,0%","0,7%"
"2402","Sweden BuyersClub","-62,0%","16%","-7,4","-5,2","-0,41","5,2",,"42","37,8","-8,0%","5,3%","-13,1%"
"1312","Swedencare","1,0%","12%","33,5","36,4","-0,96","0,8","0,9","6266","45,6","-1,6%","-5,4%","-7,2%"
"2379","Swedish Logistic Property","2,6%","42%","35,9","-5,5","-13,11","1,2","0,9","9732","56,5","2,3%","1,9%","-5,8%"
"219","Swedish Orphan Biovitrum","6,3%","20%","20,8","27,2","-8,68","2,5","0,5","101887","38,4","-0,6%","1,2%","-9,3%"
"1400","Svenska Aerogel","-102,8%","5%","-0,7","-0,8","-0,02","0,6",,"43","24,4","-7,9%","-53,3%","-41,7%"
"1635","Svolder A","8,2%","-11%","19,2","15,7","3,99","1,5","0,0","8806","49,5","-0,7%","-5,3%","2,4%"
"215","Svolder B","8,2%","-11%","12,0","9,8","3,99","1,0","0,0","5750","49,0","-0,5%","-3,3%","0,8%"
"1076","Sydsvenska Hem","2,9%","38%","31,9","35,7","-1,67","1,0","-4,7","784","86,6","0,1%","2,2%","0,0%"
"1317","SynAct Pharma","-51,2%","-22%","-7,2","-7,2",,"3,3",,"828","60,0","-1,6%","47,2%","-9,6%"
"545","Syncro","-40,7%","3%","-0,1","-0,1","-4,37","0,0",,"4","48,3","-2,2%","-93,9%","-28,1%"
"2290","Synsam","6,4%","36%","11,9","18,3","-2,65","2,6","0,9","6765","41,8","-1,2%","0,6%","0,7%"
"480","SyntheticMR","-30,6%","-28%","-6,3","-11,1","-0,21","1,6",,"232","45,7","1,7%","-59,8%","-8,0%"
"221","Systemair","11,6%","10%","15,4","30,8","-2,15","2,6","-0,7","15704","36,2","-5,0%","-1,3%","-7,4%"
"2247","Söder Sportfiske","10,2%","-25%","25,2","12,8","-0,01","3,0","1,4","269","58,0","3,1%","11,9%","0,9%"
"348","TagMaster","1,3%","21%","30,9","-123,2","-4,37","0,7","-0,7","204","46,7","-2,1%","-3,7%","-5,8%"
"1309","Talkpool","236,0%","13%","3,5","4,2","-0,02","5,3","-0,5","61","58,8","3,0%","-2,9%","13,7%"
"1435","Tangiamo Touch","-57,5%","-2%","-0,6","-1,9","-0,36","0,4",,"17","43,5","-1,9%","-68,2%","-17,3%"
"1466","TCECUR","-3,3%","6%","-46,6","7,4","-1,06","0,9",,"226","58,8","7,5%","11,3%","2,6%"
"1637","Tele2 A","7,5%","47%","21,3","21,4","-5,79","4,2","9,2","93990","67,3","3,0%","8,9%","5,5%"
"222","Tele2 B","7,5%","47%","21,2","21,4","-5,79","4,2","9,2","93781","70,6","2,9%","9,2%","5,6%"
"223","Telia Company","2,9%","35%","20,4","8,5","1,04","2,6","0,0","142932","67,4","1,2%","7,3%","3,9%"
"2135","Tellusgruppen","-32,5%","12%","-8,3","16,1","-0,32","-36,5",,"103","46,6","-0,8%","-7,1%","0,0%"
"1564","Tempest Security","-138,5%","10%","-2,6","20,0","-0,30","3,4",,"106","44,0","-4,7%","-24,5%","-3,3%"
"2378","Tendo","-34,8%","-1%","-0,7","-2,2","-0,12","0,2",,"14","57,5","7,6%","-66,5%","7,7%"
"1549","Teneo AI","-261,0%","288%","-8,8","-7,5","-0,07","-1,1",,"323","54,5","1,3%","21,4%","24,8%"
"1789","Teqnion","8,3%","16%","21,6","-74,4","-8,18","3,4","-1,2","2918","58,1","4,4%","-9,2%","5,5%"
"1462","TerraNet","-244,9%","-15%","-3,2","-2,7","-0,00","4,3",,"123","41,8","-10,8%","-32,1%","-17,6%"
"2149","Tessin Nordic","-540,3%","34%","-4,2","-3,4","-0,07","-1,0",,"30","34,6","-8,0%","-24,2%","-23,0%"
"1321","TF Bank","2,4%",,"10,7","-4,8","0,21","2,7","0,2","7370","36,4","-5,6%","18,5%","-8,8%"
"2194","TH1NG",,"-5%","-0,4","-0,3","-0,04","-1,2",,"5","30,7","-21,5%","-48,1%","-46,5%"
"1756","Thinc","-3,8%","7%","16,6","-7,4","-0,88","0,6",,"28","46,7","-3,8%","-25,7%","-21,4%"
"428","Thule","8,7%","26%","22,6","-43,6","-29,24","3,8","20,2","30842","18,6","-7,9%","6,4%","-17,4%"
"2045","Thunderful","-147,8%","-1%","-0,1","0,1","1,95","0,1",,"56","60,7","-3,7%","-37,9%","7,6%"
"224","TietoEVRY","-3,3%","29%","90,3","10,6","-0,61","1,4",,"20881","28,0","-12,9%","0,3%","-14,6%"
"1551","Time People Group","-171,4%","1%","-2,7","-8,7","0,01","3,5",,"45","45,2","-1,3%","-17,2%","-20,5%"
"1856","Tingsvalvet A","1,7%","54%","39,2","-4,8","-36,45","0,4","-37,1","618","36,7","-3,8%","3,9%","-12,8%"
"2414","Tingsvalvet B","1,7%","54%","37,8","-4,6","-36,45","0,4","-31,6","528","40,4","-3,7%","-1,2%","0,0%"
"2330","Titania","12,8%","57%","31,9","-5,2","-6,61","0,5","0,0","492","46,5","1,1%","-1,6%","-10,2%"
"745","Tobii","-14,4%","-6%","-3,4","-1,1","-1,53","0,7",,"490","53,1","7,8%","-5,5%","7,9%"
"935","Toleranzia","-5,7%","-7%","-10,3","-2,6","-0,11","0,7",,"120","57,8","15,9%","-8,9%","19,5%"
"1578","TopRight Nordic",,"1%","-0,9","16,2","-0,00","-0,9",,"7","52,3","-4,2%","-37,2%","-14,3%"
"1548","Touchtech","17,9%","-21%","3,5","-13,3","-1,39","0,7","0,0","38","37,2","-4,8%","-14,6%","-13,5%"
"468","Tourn","-80,3%","-17%","-1,6","-1,1","-0,94","1,7",,"48","27,6","-10,9%","-18,1%","-23,4%"
"225","Traction","12,7%","-56%","3,3","4,5","15,04","0,9","0,1","4288","47,5","0,8%","-0,3%","-2,9%"
"226","TradeDoubler","-0,8%","2%","17,9","31,8","-0,76","0,8",,"345","58,5","2,9%","21,5%","2,5%"
"1819","Train Alliance","1,9%","0%","35,0","6,6","-1,26","1,0","-2,0","1282","41,4","-1,8%","-5,9%","-7,4%"
"2132","Trainimal","-14,1%","-7%","-0,5","-1,2","-1,10","0,2",,"1","54,6","2,1%","17,9%","-26,7%"
"2246","Transfer Group","-0,5%","25%","43,5","-27,8","-0,05","1,7",,"120","57,8","1,1%","30,5%","-0,8%"
"541","Transferator A","23,6%","-12%","-153,7","3,8","0,15","5,6","0,1","249","61,8","6,2%","-1,4%","0,4%"
"1638","Transferator B","23,6%","-12%","-128,8","3,2","0,15","4,7","0,1","212","52,2","-0,6%","-6,0%","-7,6%"
"1393","Transiro","-21,3%","-11%","-4,6","16,8","-0,00","10,0",,"27","67,6","17,9%","1,4%","38,5%"
"775","Transtema","-1,4%","18%","21,0","11,6","-2,76","1,0",,"570","31,5","-4,8%","-3,3%","-11,6%"
"1861","Traton","7,1%","39%","9,7","-86,4","-5,62","0,8","0,4","171000","37,3","-6,8%","7,1%","-15,7%"
"229","Trelleborg","7,9%","11%","18,2","-43,2","-30,33","2,2","2,4","89614","25,7","-5,0%","5,0%","-11,2%"
"1490","Trianon","1,3%","52%","63,1","165,6","-0,31","0,7","-2,5","3522","41,8","-3,1%","-6,2%","-11,2%"
"1832","Triboron","-35,5%","13%","-8,7","-7,7","-0,02","1,7",,"43","40,3","-6,0%","-18,4%","-17,1%"
"2499","Triona","4,8%","-16%","76,7","17,8","-0,41","4,1","-1,6","267","27,0","-1,5%","-1,0%","-4,0%"
"746","Troax Group","12,6%","17%","21,6","36,8","-0,26","5,1","-2,3","10524","29,0","-5,0%","-6,6%","-9,2%"
"2275","Truecaller","45,9%","-63%","35,0","30,1","0,38","15,5","16,6","24027","35,9","-5,3%","46,0%","-16,5%"
